7e7,1.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,1.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
7e7,0.0
702e5,1.0
702e5,0.0
702e5,0.0
702e5,0.0
702e5,0.0
702e5,0.0
702e5,0.0
702e5,0.0
702e5,0.0
702e5,0.0
704e5,1.0
704e5,0.0
704e5,0.0
704e5,0.0
704e5,0.0
704e5,0.0
704e5,0.0
704e5,0.0
704e5,0.0
704e5,0.0
706e5,1.0
706e5,0.0
706e5,0.0
706e5,0.0
706e5,0.0
706e5,0.0
706e5,0.0
706e5,0.0
706e5,0.0
706e5,0.0
